0.394  3.158 2.878e-04 0.130e-01 4.031e+9
0.805  4.005 2.704e-04 0.574e-02 10e+9
1.302  3.922 2.878e-04 0.288e-02 20.134e+9
2.468  4.792 2.741e-04 0.183e-02 33.970e+9
4.503  5.192 3.699e-04 0.106e-02 61.075e+9
2.123  4.269 2.394e-04 0.123e-02 46.860e+9
