 0.394173   0.383853   3.158   2.893e-04   2.878e-04  0.13E-01	 1.1803688428896079E-010
 0.805428   0.623576   4.001   2.711e-04   2.704e-04  0.57E-02	 6.7917124633063001E-011
 1.301980   0.859384   3.933   2.870e-04   2.878e-04  0.29E-02	 3.2691161139741938E-011
 2.467700   1.409550   4.740   3.302e-04   2.741e-04  0.18E-02	 2.6169484600144399E-011
 4.50343    1.84964    5.234   3.547e-04   3.699e-04  0.11E-02	 1.6415424880101125E-011
 2.12315    1.13381    4.259   2.941e-04   2.394e-04  0.12E-02	 1.5951233270958330E-011
