0.384 3.158 2.893e-04 0.130e-01 4.031e+9
0.624 4.005 2.711e-04 0.574e-02 10e+9
0.859 3.922 2.870e-04 0.288e-02 20.134e+9
1.409 4.792 3.302e-04 0.183e-02 33.970e+9
1.850 5.192 3.547e-04 0.106e-02 61.075e+9
1.134 4.269 2.941e-04 0.123e-02 46.860e+9

